,split,domain_remapped,domain,category,y,path
82,train,1,art_painting,dog,0,art_painting/dog/pic_087.jpg
83,train,1,art_painting,dog,0,art_painting/dog/pic_088.jpg
84,train,1,art_painting,dog,0,art_painting/dog/pic_089.jpg
85,id_test,1,art_painting,dog,0,art_painting/dog/pic_090.jpg
86,train,1,art_painting,dog,0,art_painting/dog/pic_091.jpg
87,train,1,art_painting,dog,0,art_painting/dog/pic_092.jpg
88,id_test,1,art_painting,dog,0,art_painting/dog/pic_094.jpg
89,train,1,art_painting,dog,0,art_painting/dog/pic_095.jpg
90,id_val,1,art_painting,dog,0,art_painting/dog/pic_096.jpg
91,train,1,art_painting,dog,0,art_painting/dog/pic_097.jpg
92,train,1,art_painting,dog,0,art_painting/dog/pic_098.jpg
93,train,1,art_painting,dog,0,art_painting/dog/pic_099.jpg
94,train,1,art_painting,dog,0,art_painting/dog/pic_100.jpg
95,id_test,1,art_painting,dog,0,art_painting/dog/pic_101.jpg
96,train,1,art_painting,dog,0,art_painting/dog/pic_102.jpg
97,train,1,art_painting,dog,0,art_painting/dog/pic_103.jpg
98,train,1,art_painting,dog,0,art_painting/dog/pic_104.jpg
99,train,1,art_painting,dog,0,art_painting/dog/pic_105.jpg
100,train,1,art_painting,dog,0,art_painting/dog/pic_106.jpg
101,id_test,1,art_painting,dog,0,art_painting/dog/pic_107.jpg
102,train,1,art_painting,dog,0,art_painting/dog/pic_108.jpg
103,train,1,art_painting,dog,0,art_painting/dog/pic_109.jpg
104,train,1,art_painting,dog,0,art_painting/dog/pic_110.jpg
105,train,1,art_painting,dog,0,art_painting/dog/pic_112.jpg
106,train,1,art_painting,dog,0,art_painting/dog/pic_113.jpg
107,train,1,art_painting,dog,0,art_painting/dog/pic_114.jpg
108,train,1,art_painting,dog,0,art_painting/dog/pic_116.jpg
109,train,1,art_painting,dog,0,art_painting/dog/pic_117.jpg
110,train,1,art_painting,dog,0,art_painting/dog/pic_118.jpg
111,train,1,art_painting,dog,0,art_painting/dog/pic_120.jpg
112,train,1,art_painting,dog,0,art_painting/dog/pic_121.jpg
113,train,1,art_painting,dog,0,art_painting/dog/pic_123.jpg
114,train,1,art_painting,dog,0,art_painting/dog/pic_124.jpg
115,train,1,art_painting,dog,0,art_painting/dog/pic_126.jpg
116,train,1,art_painting,dog,0,art_painting/dog/pic_127.jpg
117,train,1,art_painting,dog,0,art_painting/dog/pic_130.jpg
118,train,1,art_painting,dog,0,art_painting/dog/pic_131.jpg
119,train,1,art_painting,dog,0,art_painting/dog/pic_132.jpg
120,train,1,art_painting,dog,0,art_painting/dog/pic_133.jpg
121,train,1,art_painting,dog,0,art_painting/dog/pic_134.jpg
122,train,1,art_painting,dog,0,art_painting/dog/pic_135.jpg
123,train,1,art_painting,dog,0,art_painting/dog/pic_136.jpg
124,train,1,art_painting,dog,0,art_painting/dog/pic_137.jpg
125,train,1,art_painting,dog,0,art_painting/dog/pic_138.jpg
126,train,1,art_painting,dog,0,art_painting/dog/pic_139.jpg
127,train,1,art_painting,dog,0,art_painting/dog/pic_140.jpg
128,train,1,art_painting,dog,0,art_painting/dog/pic_143.jpg
129,train,1,art_painting,dog,0,art_painting/dog/pic_144.jpg
130,train,1,art_painting,dog,0,art_painting/dog/pic_145.jpg
131,train,1,art_painting,dog,0,art_painting/dog/pic_146.jpg
132,train,1,art_painting,dog,0,art_painting/dog/pic_147.jpg
133,train,1,art_painting,dog,0,art_painting/dog/pic_148.jpg
134,train,1,art_painting,dog,0,art_painting/dog/pic_149.jpg
135,id_val,1,art_painting,dog,0,art_painting/dog/pic_150.jpg
136,train,1,art_painting,dog,0,art_painting/dog/pic_151.jpg
137,train,1,art_painting,dog,0,art_painting/dog/pic_152.jpg
138,train,1,art_painting,dog,0,art_painting/dog/pic_153.jpg
139,train,1,art_painting,dog,0,art_painting/dog/pic_154.jpg
140,train,1,art_painting,dog,0,art_painting/dog/pic_155.jpg
141,train,1,art_painting,dog,0,art_painting/dog/pic_156.jpg
142,train,1,art_painting,dog,0,art_painting/dog/pic_157.jpg
143,train,1,art_painting,dog,0,art_painting/dog/pic_158.jpg
144,train,1,art_painting,dog,0,art_painting/dog/pic_161.jpg
145,train,1,art_painting,dog,0,art_painting/dog/pic_163.jpg
146,train,1,art_painting,dog,0,art_painting/dog/pic_164.jpg
147,id_test,1,art_painting,dog,0,art_painting/dog/pic_165.jpg
148,id_val,1,art_painting,dog,0,art_painting/dog/pic_166.jpg
149,train,1,art_painting,dog,0,art_painting/dog/pic_167.jpg
150,train,1,art_painting,dog,0,art_painting/dog/pic_168.jpg
151,train,1,art_painting,dog,0,art_painting/dog/pic_169.jpg
152,id_test,1,art_painting,dog,0,art_painting/dog/pic_170.jpg
153,train,1,art_painting,dog,0,art_painting/dog/pic_172.jpg
154,train,1,art_painting,dog,0,art_painting/dog/pic_173.jpg
155,train,1,art_painting,dog,0,art_painting/dog/pic_174.jpg
156,train,1,art_painting,dog,0,art_painting/dog/pic_176.jpg
157,id_test,1,art_painting,dog,0,art_painting/dog/pic_177.jpg
158,train,1,art_painting,dog,0,art_painting/dog/pic_178.jpg
159,train,1,art_painting,dog,0,art_painting/dog/pic_179.jpg
160,id_test,1,art_painting,dog,0,art_painting/dog/pic_180.jpg
161,train,1,art_painting,dog,0,art_painting/dog/pic_181.jpg
162,train,1,art_painting,dog,0,art_painting/dog/pic_182.jpg
163,train,1,art_painting,dog,0,art_painting/dog/pic_183.jpg
164,train,1,art_painting,dog,0,art_painting/dog/pic_184.jpg
165,train,1,art_painting,dog,0,art_painting/dog/pic_185.jpg
166,train,1,art_painting,dog,0,art_painting/dog/pic_186.jpg
167,train,1,art_painting,dog,0,art_painting/dog/pic_187.jpg
168,train,1,art_painting,dog,0,art_painting/dog/pic_188.jpg
169,train,1,art_painting,dog,0,art_painting/dog/pic_189.jpg
170,train,1,art_painting,dog,0,art_painting/dog/pic_191.jpg
171,train,1,art_painting,dog,0,art_painting/dog/pic_192.jpg
172,train,1,art_painting,dog,0,art_painting/dog/pic_193.jpg
173,id_test,1,art_painting,dog,0,art_painting/dog/pic_194.jpg
174,train,1,art_painting,dog,0,art_painting/dog/pic_195.jpg
175,train,1,art_painting,dog,0,art_painting/dog/pic_196.jpg
176,train,1,art_painting,dog,0,art_painting/dog/pic_197.jpg
177,train,1,art_painting,dog,0,art_painting/dog/pic_198.jpg
178,train,1,art_painting,dog,0,art_painting/dog/pic_199.jpg
179,train,1,art_painting,dog,0,art_painting/dog/pic_200.jpg
180,train,1,art_painting,dog,0,art_painting/dog/pic_201.jpg
181,train,1,art_painting,dog,0,art_painting/dog/pic_202.jpg
182,train,1,art_painting,dog,0,art_painting/dog/pic_203.jpg
183,train,1,art_painting,dog,0,art_painting/dog/pic_204.jpg
184,train,1,art_painting,dog,0,art_painting/dog/pic_205.jpg
185,train,1,art_painting,dog,0,art_painting/dog/pic_206.jpg
186,train,1,art_painting,dog,0,art_painting/dog/pic_208.jpg
187,train,1,art_painting,dog,0,art_painting/dog/pic_209.jpg
188,train,1,art_painting,dog,0,art_painting/dog/pic_210.jpg
189,train,1,art_painting,dog,0,art_painting/dog/pic_211.jpg
190,train,1,art_painting,dog,0,art_painting/dog/pic_212.jpg
191,train,1,art_painting,dog,0,art_painting/dog/pic_213.jpg
192,train,1,art_painting,dog,0,art_painting/dog/pic_214.jpg
193,train,1,art_painting,dog,0,art_painting/dog/pic_215.jpg
194,train,1,art_painting,dog,0,art_painting/dog/pic_217.jpg
195,train,1,art_painting,dog,0,art_painting/dog/pic_219.jpg
196,train,1,art_painting,dog,0,art_painting/dog/pic_220.jpg
197,train,1,art_painting,dog,0,art_painting/dog/pic_221.jpg
198,train,1,art_painting,dog,0,art_painting/dog/pic_222.jpg
199,train,1,art_painting,dog,0,art_painting/dog/pic_223.jpg
200,train,1,art_painting,dog,0,art_painting/dog/pic_224.jpg
201,train,1,art_painting,dog,0,art_painting/dog/pic_225.jpg
202,train,1,art_painting,dog,0,art_painting/dog/pic_226.jpg
203,id_val,1,art_painting,dog,0,art_painting/dog/pic_227.jpg
204,train,1,art_painting,dog,0,art_painting/dog/pic_228.jpg
205,id_val,1,art_painting,dog,0,art_painting/dog/pic_229.jpg
206,train,1,art_painting,dog,0,art_painting/dog/pic_230.jpg
207,train,1,art_painting,dog,0,art_painting/dog/pic_231.jpg
208,train,1,art_painting,dog,0,art_painting/dog/pic_232.jpg
209,train,1,art_painting,dog,0,art_painting/dog/pic_233.jpg
210,train,1,art_painting,dog,0,art_painting/dog/pic_234.jpg
211,train,1,art_painting,dog,0,art_painting/dog/pic_235.jpg
212,train,1,art_painting,dog,0,art_painting/dog/pic_236.jpg
213,train,1,art_painting,dog,0,art_painting/dog/pic_237.jpg
214,train,1,art_painting,dog,0,art_painting/dog/pic_238.jpg
215,train,1,art_painting,dog,0,art_painting/dog/pic_239.jpg
216,train,1,art_painting,dog,0,art_painting/dog/pic_240.jpg
217,train,1,art_painting,dog,0,art_painting/dog/pic_241.jpg
218,train,1,art_painting,dog,0,art_painting/dog/pic_242.jpg
219,train,1,art_painting,dog,0,art_painting/dog/pic_243.jpg
220,train,1,art_painting,dog,0,art_painting/dog/pic_244.jpg
221,train,1,art_painting,dog,0,art_painting/dog/pic_245.jpg
222,train,1,art_painting,dog,0,art_painting/dog/pic_246.jpg
223,train,1,art_painting,dog,0,art_painting/dog/pic_247.jpg
224,train,1,art_painting,dog,0,art_painting/dog/pic_248.jpg
225,train,1,art_painting,dog,0,art_painting/dog/pic_249.jpg
226,train,1,art_painting,dog,0,art_painting/dog/pic_250.jpg
227,train,1,art_painting,dog,0,art_painting/dog/pic_251.jpg
228,train,1,art_painting,dog,0,art_painting/dog/pic_252.jpg
229,train,1,art_painting,dog,0,art_painting/dog/pic_253.jpg
230,train,1,art_painting,dog,0,art_painting/dog/pic_254.jpg
231,id_val,1,art_painting,dog,0,art_painting/dog/pic_255.jpg
232,train,1,art_painting,dog,0,art_painting/dog/pic_256.jpg
233,train,1,art_painting,dog,0,art_painting/dog/pic_257.jpg
234,train,1,art_painting,dog,0,art_painting/dog/pic_258.jpg
235,id_val,1,art_painting,dog,0,art_painting/dog/pic_259.jpg
236,train,1,art_painting,dog,0,art_painting/dog/pic_260.jpg
237,train,1,art_painting,dog,0,art_painting/dog/pic_261.jpg
238,train,1,art_painting,dog,0,art_painting/dog/pic_262.jpg
239,train,1,art_painting,dog,0,art_painting/dog/pic_263.jpg
240,train,1,art_painting,dog,0,art_painting/dog/pic_264.jpg
241,train,1,art_painting,dog,0,art_painting/dog/pic_265.jpg
242,train,1,art_painting,dog,0,art_painting/dog/pic_266.jpg
243,train,1,art_painting,dog,0,art_painting/dog/pic_267.jpg
244,train,1,art_painting,dog,0,art_painting/dog/pic_268.jpg
245,train,1,art_painting,dog,0,art_painting/dog/pic_269.jpg
246,id_val,1,art_painting,dog,0,art_painting/dog/pic_271.jpg
247,train,1,art_painting,dog,0,art_painting/dog/pic_272.jpg
248,train,1,art_painting,dog,0,art_painting/dog/pic_274.jpg
249,train,1,art_painting,dog,0,art_painting/dog/pic_275.jpg
250,train,1,art_painting,dog,0,art_painting/dog/pic_276.jpg
251,train,1,art_painting,dog,0,art_painting/dog/pic_278.jpg
252,train,1,art_painting,dog,0,art_painting/dog/pic_279.jpg
253,train,1,art_painting,dog,0,art_painting/dog/pic_280.jpg
254,train,1,art_painting,dog,0,art_painting/dog/pic_281.jpg
255,train,1,art_painting,dog,0,art_painting/dog/pic_282.jpg
256,train,1,art_painting,dog,0,art_painting/dog/pic_283.jpg
257,train,1,art_painting,dog,0,art_painting/dog/pic_284.jpg
258,train,1,art_painting,dog,0,art_painting/dog/pic_285.jpg
259,train,1,art_painting,dog,0,art_painting/dog/pic_286.jpg
260,train,1,art_painting,dog,0,art_painting/dog/pic_287.jpg
261,train,1,art_painting,dog,0,art_painting/dog/pic_288.jpg
262,train,1,art_painting,dog,0,art_painting/dog/pic_289.jpg
263,train,1,art_painting,dog,0,art_painting/dog/pic_290.jpg
264,train,1,art_painting,dog,0,art_painting/dog/pic_291.jpg
265,train,1,art_painting,dog,0,art_painting/dog/pic_292.jpg
266,train,1,art_painting,dog,0,art_painting/dog/pic_293.jpg
267,train,1,art_painting,dog,0,art_painting/dog/pic_294.jpg
268,train,1,art_painting,dog,0,art_painting/dog/pic_295.jpg
269,train,1,art_painting,dog,0,art_painting/dog/pic_296.jpg
270,train,1,art_painting,dog,0,art_painting/dog/pic_297.jpg
271,train,1,art_painting,dog,0,art_painting/dog/pic_298.jpg
272,train,1,art_painting,dog,0,art_painting/dog/pic_299.jpg
273,train,1,art_painting,dog,0,art_painting/dog/pic_300.jpg
274,train,1,art_painting,dog,0,art_painting/dog/pic_301.jpg
275,train,1,art_painting,dog,0,art_painting/dog/pic_303.jpg
276,train,1,art_painting,dog,0,art_painting/dog/pic_304.jpg
277,train,1,art_painting,dog,0,art_painting/dog/pic_305.jpg
278,train,1,art_painting,dog,0,art_painting/dog/pic_306.jpg
279,train,1,art_painting,dog,0,art_painting/dog/pic_307.jpg
280,train,1,art_painting,dog,0,art_painting/dog/pic_308.jpg
281,train,1,art_painting,dog,0,art_painting/dog/pic_309.jpg
282,train,1,art_painting,dog,0,art_painting/dog/pic_310.jpg
283,train,1,art_painting,dog,0,art_painting/dog/pic_311.jpg
284,train,1,art_painting,dog,0,art_painting/dog/pic_312.jpg
285,train,1,art_painting,dog,0,art_painting/dog/pic_313.jpg
286,train,1,art_painting,dog,0,art_painting/dog/pic_314.jpg
287,train,1,art_painting,dog,0,art_painting/dog/pic_315.jpg
288,train,1,art_painting,dog,0,art_painting/dog/pic_316.jpg
289,train,1,art_painting,dog,0,art_painting/dog/pic_317.jpg
290,train,1,art_painting,dog,0,art_painting/dog/pic_318.jpg
291,train,1,art_painting,dog,0,art_painting/dog/pic_319.jpg
292,train,1,art_painting,dog,0,art_painting/dog/pic_320.jpg
293,train,1,art_painting,dog,0,art_painting/dog/pic_321.jpg
294,train,1,art_painting,dog,0,art_painting/dog/pic_322.jpg
295,train,1,art_painting,dog,0,art_painting/dog/pic_323.jpg
296,train,1,art_painting,dog,0,art_painting/dog/pic_324.jpg
297,train,1,art_painting,dog,0,art_painting/dog/pic_325.jpg
298,train,1,art_painting,dog,0,art_painting/dog/pic_326.jpg
299,train,1,art_painting,dog,0,art_painting/dog/pic_327.jpg
300,id_test,1,art_painting,dog,0,art_painting/dog/pic_328.jpg
301,train,1,art_painting,dog,0,art_painting/dog/pic_329.jpg
302,train,1,art_painting,dog,0,art_painting/dog/pic_330.jpg
303,train,1,art_painting,dog,0,art_painting/dog/pic_331.jpg
304,train,1,art_painting,dog,0,art_painting/dog/pic_332.jpg
305,train,1,art_painting,dog,0,art_painting/dog/pic_333.jpg
306,train,1,art_painting,dog,0,art_painting/dog/pic_334.jpg
307,train,1,art_painting,dog,0,art_painting/dog/pic_335.jpg
308,train,1,art_painting,dog,0,art_painting/dog/pic_336.jpg
309,train,1,art_painting,dog,0,art_painting/dog/pic_337.jpg
310,train,1,art_painting,dog,0,art_painting/dog/pic_338.jpg
311,train,1,art_painting,dog,0,art_painting/dog/pic_339.jpg
312,train,1,art_painting,dog,0,art_painting/dog/pic_340.jpg
313,train,1,art_painting,dog,0,art_painting/dog/pic_341.jpg
314,train,1,art_painting,dog,0,art_painting/dog/pic_342.jpg
315,train,1,art_painting,dog,0,art_painting/dog/pic_343.jpg
316,train,1,art_painting,dog,0,art_painting/dog/pic_344.jpg
317,train,1,art_painting,dog,0,art_painting/dog/pic_345.jpg
318,train,1,art_painting,dog,0,art_painting/dog/pic_346.jpg
319,train,1,art_painting,dog,0,art_painting/dog/pic_348.jpg
320,train,1,art_painting,dog,0,art_painting/dog/pic_349.jpg
321,train,1,art_painting,dog,0,art_painting/dog/pic_350.jpg
322,train,1,art_painting,dog,0,art_painting/dog/pic_351.jpg
323,train,1,art_painting,dog,0,art_painting/dog/pic_352.jpg
324,train,1,art_painting,dog,0,art_painting/dog/pic_353.jpg
325,train,1,art_painting,dog,0,art_painting/dog/pic_354.jpg
326,train,1,art_painting,dog,0,art_painting/dog/pic_355.jpg
327,train,1,art_painting,dog,0,art_painting/dog/pic_357.jpg
328,train,1,art_painting,dog,0,art_painting/dog/pic_358.jpg
329,train,1,art_painting,dog,0,art_painting/dog/pic_359.jpg
330,train,1,art_painting,dog,0,art_painting/dog/pic_360.jpg
331,id_val,1,art_painting,dog,0,art_painting/dog/pic_361.jpg
332,train,1,art_painting,dog,0,art_painting/dog/pic_362.jpg
333,train,1,art_painting,dog,0,art_painting/dog/pic_365.jpg
334,id_test,1,art_painting,dog,0,art_painting/dog/pic_366.jpg
335,train,1,art_painting,dog,0,art_painting/dog/pic_367.jpg
336,train,1,art_painting,dog,0,art_painting/dog/pic_368.jpg
337,train,1,art_painting,dog,0,art_painting/dog/pic_369.jpg
338,train,1,art_painting,dog,0,art_painting/dog/pic_370.jpg
339,train,1,art_painting,dog,0,art_painting/dog/pic_371.jpg
340,train,1,art_painting,dog,0,art_painting/dog/pic_372.jpg
341,id_val,1,art_painting,dog,0,art_painting/dog/pic_374.jpg
342,train,1,art_painting,dog,0,art_painting/dog/pic_375.jpg
343,id_val,1,art_painting,dog,0,art_painting/dog/pic_376.jpg
344,train,1,art_painting,dog,0,art_painting/dog/pic_377.jpg
345,train,1,art_painting,dog,0,art_painting/dog/pic_378.jpg
346,train,1,art_painting,dog,0,art_painting/dog/pic_380.jpg
347,train,1,art_painting,dog,0,art_painting/dog/pic_381.jpg
348,train,1,art_painting,dog,0,art_painting/dog/pic_382.jpg
349,train,1,art_painting,dog,0,art_painting/dog/pic_383.jpg
350,train,1,art_painting,dog,0,art_painting/dog/pic_384.jpg
351,train,1,art_painting,dog,0,art_painting/dog/pic_385.jpg
352,train,1,art_painting,dog,0,art_painting/dog/pic_386.jpg
353,train,1,art_painting,dog,0,art_painting/dog/pic_387.jpg
354,train,1,art_painting,dog,0,art_painting/dog/pic_388.jpg
355,train,1,art_painting,dog,0,art_painting/dog/pic_390.jpg
356,train,1,art_painting,dog,0,art_painting/dog/pic_391.jpg
357,id_test,1,art_painting,dog,0,art_painting/dog/pic_392.jpg
358,train,1,art_painting,dog,0,art_painting/dog/pic_393.jpg
359,train,1,art_painting,dog,0,art_painting/dog/pic_394.jpg
360,train,1,art_painting,dog,0,art_painting/dog/pic_395.jpg
361,train,1,art_painting,dog,0,art_painting/dog/pic_396.jpg
362,id_test,1,art_painting,dog,0,art_painting/dog/pic_397.jpg
363,train,1,art_painting,dog,0,art_painting/dog/pic_398.jpg
364,train,1,art_painting,dog,0,art_painting/dog/pic_399.jpg
365,train,1,art_painting,dog,0,art_painting/dog/pic_400.jpg
366,train,1,art_painting,dog,0,art_painting/dog/pic_401.jpg
367,train,1,art_painting,dog,0,art_painting/dog/pic_404.jpg
368,train,1,art_painting,dog,0,art_painting/dog/pic_405.jpg
369,train,1,art_painting,dog,0,art_painting/dog/pic_406.jpg
370,train,1,art_painting,dog,0,art_painting/dog/pic_407.jpg
371,train,1,art_painting,dog,0,art_painting/dog/pic_408.jpg
372,id_test,1,art_painting,dog,0,art_painting/dog/pic_409.jpg
373,train,1,art_painting,dog,0,art_painting/dog/pic_410.jpg
374,train,1,art_painting,dog,0,art_painting/dog/pic_411.jpg
375,train,1,art_painting,dog,0,art_painting/dog/pic_412.jpg
376,train,1,art_painting,dog,0,art_painting/dog/pic_413.jpg
377,train,1,art_painting,dog,0,art_painting/dog/pic_414.jpg
378,train,1,art_painting,dog,0,art_painting/dog/pic_415.jpg
379,train,1,art_painting,elephant,1,art_painting/elephant/pic_001.jpg
380,train,1,art_painting,elephant,1,art_painting/elephant/pic_002.jpg
381,train,1,art_painting,elephant,1,art_painting/elephant/pic_003.jpg
382,train,1,art_painting,elephant,1,art_painting/elephant/pic_004.jpg
383,id_val,1,art_painting,elephant,1,art_painting/elephant/pic_005.jpg
384,train,1,art_painting,elephant,1,art_painting/elephant/pic_006.jpg
385,train,1,art_painting,elephant,1,art_painting/elephant/pic_007.jpg
386,train,1,art_painting,elephant,1,art_painting/elephant/pic_008.jpg
387,train,1,art_painting,elephant,1,art_painting/elephant/pic_009.jpg
388,train,1,art_painting,elephant,1,art_painting/elephant/pic_010.jpg
389,train,1,art_painting,elephant,1,art_painting/elephant/pic_011.jpg
390,train,1,art_painting,elephant,1,art_painting/elephant/pic_012.jpg
391,train,1,art_painting,elephant,1,art_painting/elephant/pic_014.jpg
392,train,1,art_painting,elephant,1,art_painting/elephant/pic_015.jpg
393,train,1,art_painting,elephant,1,art_painting/elephant/pic_016.jpg
394,train,1,art_painting,elephant,1,art_painting/elephant/pic_017.jpg
395,train,1,art_painting,elephant,1,art_painting/elephant/pic_018.jpg
396,train,1,art_painting,elephant,1,art_painting/elephant/pic_019.jpg
397,train,1,art_painting,elephant,1,art_painting/elephant/pic_020.jpg
398,train,1,art_painting,elephant,1,art_painting/elephant/pic_021.jpg
399,train,1,art_painting,elephant,1,art_painting/elephant/pic_022.jpg
400,id_test,1,art_painting,elephant,1,art_painting/elephant/pic_023.jpg
401,train,1,art_painting,elephant,1,art_painting/elephant/pic_024.jpg
402,train,1,art_painting,elephant,1,art_painting/elephant/pic_025.jpg
403,train,1,art_painting,elephant,1,art_painting/elephant/pic_026.jpg
404,train,1,art_painting,elephant,1,art_painting/elephant/pic_027.jpg
405,train,1,art_painting,elephant,1,art_painting/elephant/pic_028.jpg
406,train,1,art_painting,elephant,1,art_painting/elephant/pic_029.jpg
407,train,1,art_painting,elephant,1,art_painting/elephant/pic_030.jpg
408,train,1,art_painting,elephant,1,art_painting/elephant/pic_031.jpg
409,train,1,art_painting,elephant,1,art_painting/elephant/pic_032.jpg
410,train,1,art_painting,elephant,1,art_painting/elephant/pic_033.jpg
411,train,1,art_painting,elephant,1,art_painting/elephant/pic_034.jpg
412,train,1,art_painting,elephant,1,art_painting/elephant/pic_035.jpg
413,train,1,art_painting,elephant,1,art_painting/elephant/pic_036.jpg
414,train,1,art_painting,elephant,1,art_painting/elephant/pic_037.jpg
415,train,1,art_painting,elephant,1,art_painting/elephant/pic_039.jpg
416,train,1,art_painting,elephant,1,art_painting/elephant/pic_040.jpg
417,train,1,art_painting,elephant,1,art_painting/elephant/pic_041.jpg
